[2025-08-25 15:08:12] INFO: CheckM v1.2.4
[2025-08-25 15:08:12] INFO: checkm qa --out_format 5 checkm_out/Xanthomonas.ms checkm_out
[2025-08-25 15:08:12] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-08-25 15:08:12] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-08-25 15:08:12] INFO: Calculating AAI between multi-copy marker genes.
[2025-08-25 15:08:12] INFO: Reading HMM info from file.
[2025-08-25 15:08:15] INFO: Parsing HMM hits to marker genes:
Bin Id	Marker Id	Gene Id
GCA_000009165.1_ASM916v1_genomic	TIGR00326	AM039952.1_791
GCA_000009165.1_ASM916v1_genomic	TIGR00878	AM039952.1_3074
GCA_000009165.1_ASM916v1_genomic	TIGR01133	AM039952.1_824
GCA_000009165.1_ASM916v1_genomic	TIGR02448	AM039952.1_1880
GCA_000009165.1_ASM916v1_genomic	TIGR01136	AM039952.1_3418
GCA_000009165.1_ASM916v1_genomic	TIGR01404	AM039952.1_417
GCA_000009165.1_ASM916v1_genomic	TIGR01755	AM039952.1_956
GCA_000009165.1_ASM916v1_genomic	TIGR02138	AM039952.1_1607
GCA_000009165.1_ASM916v1_genomic	TIGR00170	AM039952.1_3543
GCA_000009165.1_ASM916v1_genomic	TIGR02080	AM039952.1_3144
GCA_000009165.1_ASM916v1_genomic	TIGR02188	AM039952.1_4215
GCA_000009165.1_ASM916v1_genomic	TIGR00110	AM039952.1_352
GCA_000009165.1_ASM916v1_genomic	TIGR03723	AM039952.1_3939
GCA_000009165.1_ASM916v1_genomic	TIGR00879	AM039952.1_1798
GCA_000009165.1_ASM916v1_genomic	TIGR00737	AM039952.1_861
GCA_000009165.1_ASM916v1_genomic	TIGR00097	AM039952.1_1772
GCA_000009165.1_ASM916v1_genomic	TIGR01196	AM039952.1_2214
GCA_000009165.1_ASM916v1_genomic	TIGR00416	AM039952.1_1301
GCA_000009165.1_ASM916v1_genomic	TIGR01258	AM039952.1_2999
GCA_000009165.1_ASM916v1_genomic	TIGR00232	AM039952.1_3448
GCA_000009165.1_ASM916v1_genomic	TIGR01347	AM039952.1_1567
GCA_000009165.1_ASM916v1_genomic	TIGR02420	AM039952.1_2535
GCA_000009165.1_ASM916v1_genomic	TIGR03818	AM039952.1_3770
GCA_000009165.1_ASM916v1_genomic	TIGR00417	AM039952.1_3986
GCA_000009165.1_ASM916v1_genomic	TIGR01722	AM039952.1_1351
GCA_000009165.1_ASM916v1_genomic	TIGR02108	AM039952.1_3212
GCA_000009165.1_ASM916v1_genomic	TIGR00965	AM039952.1_1477
GCA_000009165.1_ASM916v1_genomic	TIGR00063	AM039952.1_4337
GCA_000009165.1_ASM916v1_genomic	TIGR01822	AM039952.1_1034
GCA_000009165.1_ASM916v1_genomic	TIGR01142	AM039952.1_1256
GCA_000009165.1_ASM916v1_genomic	TIGR00962	AM039952.1_3724
GCA_000009165.1_ASM916v1_genomic	TIGR00614	AM039952.1_3223
GCA_000009165.1_ASM916v1_genomic	TIGR01318	AM039952.1_34
GCA_000009165.1_ASM916v1_genomic	TIGR02479	AM039952.1_1959
GCA_000009165.1_ASM916v1_genomic	TIGR02843	AM039952.1_1297
GCA_000009165.1_ASM916v1_genomic	TIGR00838	AM039952.1_2523
GCA_000009165.1_ASM916v1_genomic	TIGR00539	AM039952.1_3475
GCA_000009165.1_ASM916v1_genomic	TIGR02796	AM039952.1_3242
GCA_000009165.1_ASM916v1_genomic	TIGR00169	AM039952.1_3541
GCA_000009165.1_ASM916v1_genomic	TIGR00505	AM039952.1_3865
GCA_000009165.1_ASM916v1_genomic	TIGR00634	AM039952.1_1551
GCA_000009165.1_ASM916v1_genomic	TIGR01979	AM039952.1_3053
GCA_000009165.1_ASM916v1_genomic	TIGR01082	AM039952.1_825
GCA_000009165.1_ASM916v1_genomic	TIGR00560	AM039952.1_2239
GCA_000009165.1_ASM916v1_genomic	TIGR01411	AM039952.1_4257
GCA_000009165.1_ASM916v1_genomic	TIGR01102	AM039952.1_413
GCA_000009165.1_ASM916v1_genomic	TIGR00573	AM039952.1_1076
GCA_000009165.1_ASM916v1_genomic	TIGR01667	AM039952.1_527
GCA_000009165.1_ASM916v1_genomic	TIGR00260	AM039952.1_1857
GCA_000009165.1_ASM916v1_genomic	TIGR04121	AM039952.1_1381
GCA_000009165.1_ASM916v1_genomic	TIGR00263	AM039952.1_2843
GCA_000009165.1_ASM916v1_genomic	TIGR02139	AM039952.1_1036
GCA_000009165.1_ASM916v1_genomic	TIGR00643	AM039952.1_3466
GCA_000009165.1_ASM916v1_genomic	TIGR01083	AM039952.1_1614
GCA_000009165.1_ASM916v1_genomic	TIGR00576	AM039952.1_3974
GCA_000009165.1_ASM916v1_genomic	TIGR04123	AM039952.1_1380
GCA_000009165.1_ASM916v1_genomic	TIGR01455	AM039952.1_2837
GCA_000009165.1_ASM916v1_genomic	TIGR00503	AM039952.1_3147
GCA_000009165.1_ASM916v1_genomic	TIGR01085	AM039952.1_820
GCA_000009165.1_ASM916v1_genomic	TIGR00759	AM039952.1_599
GCA_000009165.1_ASM916v1_genomic	TIGR01293	AM039952.1_865
GCA_000009165.1_ASM916v1_genomic	TIGR01055	AM039952.1_1737
GCA_000009165.1_ASM916v1_genomic	TIGR01273	AM039952.1_3985
GCA_000009165.1_ASM916v1_genomic	TIGR01967	AM039952.1_3221
GCA_000009165.1_ASM916v1_genomic	TIGR00761	AM039952.1_2526
GCA_000009165.1_ASM916v1_genomic	TIGR00261	AM039952.1_2482
GCA_000009165.1_ASM916v1_genomic	TIGR03303	AM039952.1_1459
GCA_000009165.1_ASM916v1_genomic	TIGR00510	AM039952.1_721
GCA_000009165.1_ASM916v1_genomic	TIGR00238	AM039952.1_2555
GCA_000009165.1_ASM916v1_genomic	TIGR03328	AM039952.1_1874
GCA_000009165.1_ASM916v1_genomic	TIGR02801	AM039952.1_3241
GCA_000009165.1_ASM916v1_genomic	TIGR01388	AM039952.1_2587
GCA_000009165.1_ASM916v1_genomic	TIGR02970	AM039952.1_2221
GCA_000009165.1_ASM916v1_genomic	TIGR00589	AM039952.1_2954
GCA_000009165.1_ASM916v1_genomic	TIGR01418	AM039952.1_2185
GCA_000009165.1_ASM916v1_genomic	TIGR00239	AM039952.1_1568
GCA_000009165.1_ASM916v1_genomic	TIGR01063	AM039952.1_1663
GCA_000009165.1_ASM916v1_genomic	TIGR02673	AM039952.1_3902
GCA_000009165.1_ASM916v1_genomic	TIGR00857	AM039952.1_2537
GCA_000009165.1_ASM916v1_genomic	TIGR02544	AM039952.1_420
GCA_000009165.1_ASM916v1_genomic	TIGR01617	AM039952.1_1478
GCA_000009165.1_ASM916v1_genomic	TIGR01978	AM039952.1_3051
GCA_000009165.1_ASM916v1_genomic	TIGR01039	AM039952.1_3722
GCA_000009165.1_ASM916v1_genomic	TIGR01298	AM039952.1_1602
GCA_000009165.1_ASM916v1_genomic	TIGR01682	AM039952.1_1095
GCA_000009165.1_ASM916v1_genomic	TIGR02034	AM039952.1_3406
GCA_000009165.1_ASM916v1_genomic	TIGR01488	AM039952.1_1428
GCA_000009165.1_ASM916v1_genomic	TIGR02546	AM039952.1_423
GCA_000009165.1_ASM916v1_genomic	TIGR01088	AM039952.1_551
GCA_000009165.1_ASM916v1_genomic	TIGR00667	AM039952.1_2033
GCA_000009165.1_ASM916v1_genomic	TIGR02939	AM039952.1_1358
GCA_000009165.1_ASM916v1_genomic	TIGR00214	AM039952.1_720
GCA_000009165.1_ASM916v1_genomic	TIGR00531	AM039952.1_550
GCA_000009165.1_ASM916v1_genomic	TIGR03562	AM039952.1_3031
GCA_000009165.1_ASM916v1_genomic	TIGR02211	AM039952.1_2228
GCA_000009165.1_ASM916v1_genomic	TIGR00227	AM039952.1_791
GCA_000009165.1_ASM916v1_genomic	TIGR02282	AM039952.1_715
GCA_000009165.1_ASM916v1_genomic	TIGR03719	AM039952.1_785
GCA_000009165.1_ASM916v1_genomic	TIGR02968	AM039952.1_2222
GCA_000009165.1_ASM916v1_genomic	TIGR04122	AM039952.1_1384
GCA_000009165.1_ASM916v1_genomic	TIGR00717	AM039952.1_2475
GCA_000009165.1_ASM916v1_genomic	TIGR00201	AM039952.1_396
GCA_000009165.1_ASM916v1_genomic	TIGR01313	AM039952.1_4235
GCA_000009165.1_ASM916v1_genomic	TIGR01090	AM039952.1_2565
GCA_000009165.1_ASM916v1_genomic	TIGR00674	AM039952.1_1779
GCA_000009165.1_ASM916v1_genomic	TIGR02842	AM039952.1_1298
GCA_000009165.1_ASM916v1_genomic	TIGR01749	AM039952.1_3697
GCA_000009165.1_ASM916v1_genomic	TIGR00329	AM039952.1_3939
GCA_000009165.1_ASM916v1_genomic	TIGR02207	AM039952.1_3550
GCA_000009165.1_ASM916v1_genomic	TIGR03725	AM039952.1_3205
GCA_000009165.1_ASM916v1_genomic	TIGR02639	AM039952.1_2031
GCA_000009165.1_ASM916v1_genomic	TIGR00735	AM039952.1_1868
GCA_000009165.1_ASM916v1_genomic	TIGR03002	AM039952.1_3086
GCA_000009165.1_ASM916v1_genomic	TIGR03594	AM039952.1_2052
GCA_000009165.1_ASM916v1_genomic	TIGR00971	AM039952.1_1035
GCA_000009165.1_ASM916v1_genomic	TIGR01499	AM039952.1_1046
GCA_000009165.1_ASM916v1_genomic	TIGR02521	AM039952.1_2048
GCA_000009165.1_ASM916v1_genomic	TIGR03804	AM039952.1_1481
GCA_000009165.1_ASM916v1_genomic	TIGR00687	AM039952.1_1556
GCA_000009165.1_ASM916v1_genomic	TIGR01137	AM039952.1_3682
GCA_000009165.1_ASM916v1_genomic	TIGR01490	AM039952.1_1428
GCA_000009165.1_ASM916v1_genomic	TIGR02075	AM039952.1_1465
GCA_000009165.1_ASM916v1_genomic	TIGR03862	AM039952.1_2398
GCA_000009165.1_ASM916v1_genomic	TIGR01394	AM039952.1_1022
GCA_000009165.1_ASM916v1_genomic	TIGR00392	AM039952.1_1277
GCA_000009165.1_ASM916v1_genomic	TIGR01670	AM039952.1_3084
GCA_000009165.1_ASM916v1_genomic	TIGR02490	AM039952.1_2012
GCA_000009165.1_ASM916v1_genomic	TIGR00556	AM039952.1_4207
GCA_000009165.1_ASM916v1_genomic	TIGR03138	AM039952.1_3913
GCA_000009165.1_ASM916v1_genomic	TIGR02072	AM039952.1_390
GCA_000009165.1_ASM916v1_genomic	TIGR00122	AM039952.1_4051
GCA_000009165.1_ASM916v1_genomic	TIGR00577	AM039952.1_4325
GCA_000009165.1_ASM916v1_genomic	TIGR02499	AM039952.1_422
GCA_000009165.1_ASM916v1_genomic	TIGR02866	AM039952.1_3955
GCA_000009165.1_ASM916v1_genomic	TIGR01983	AM039952.1_2551
GCA_000009165.1_ASM916v1_genomic	TIGR01072	AM039952.1_3081
GCA_000009165.1_ASM916v1_genomic	TIGR01854	AM039952.1_1053
GCA_000009165.1_ASM916v1_genomic	TIGR01754	AM039952.1_4100
GCA_000009165.1_ASM916v1_genomic	TIGR00221	AM039952.1_763
GCA_000009165.1_ASM916v1_genomic	TIGR01798	AM039952.1_3463
GCA_000009165.1_ASM916v1_genomic	TIGR00768	AM039952.1_3332
GCA_000009165.1_ASM916v1_genomic	TIGR01951	AM039952.1_796
GCA_000009165.1_ASM916v1_genomic	TIGR00186	AM039952.1_1600
GCA_000009165.1_ASM916v1_genomic	TIGR00639	AM039952.1_3076
GCA_000009165.1_ASM916v1_genomic	TIGR02274	AM039952.1_2866
GCA_000009165.1_ASM916v1_genomic	TIGR00831	AM039952.1_3778
GCA_000009165.1_ASM916v1_genomic	TIGR03598	AM039952.1_774
GCA_000009165.1_ASM916v1_genomic	TIGR01439	AM039952.1_1912
GCA_000009165.1_ASM916v1_genomic	TIGR00987	AM039952.1_2763
GCA_000009165.1_ASM916v1_genomic	TIGR02800	AM039952.1_3239
GCA_000009165.1_ASM916v1_genomic	TIGR01173	AM039952.1_3718
GCA_000009165.1_ASM916v1_genomic	TIGR01356	AM039952.1_1680
GCA_000009165.1_ASM916v1_genomic	TIGR01980	AM039952.1_3050
GCA_000009165.1_ASM916v1_genomic	TIGR00676	AM039952.1_836
GCA_000009165.1_ASM916v1_genomic	TIGR01972	AM039952.1_2815
GCA_000009165.1_ASM916v1_genomic	TIGR01401	AM039952.1_425
GCA_000009165.1_ASM916v1_genomic	TIGR00760	AM039952.1_1874
GCA_000009165.1_ASM916v1_genomic	TIGR01691	AM039952.1_1872
GCA_000009165.1_ASM916v1_genomic	TIGR01074	AM039952.1_4319
GCA_000009165.1_ASM916v1_genomic	TIGR03707	AM039952.1_961
GCA_000009165.1_ASM916v1_genomic	TIGR00019	AM039952.1_964
GCA_000009165.1_ASM916v1_genomic	TIGR02088	AM039952.1_1063
GCA_000009165.1_ASM916v1_genomic	TIGR00653	AM039952.1_184
GCA_000009165.1_ASM916v1_genomic	TIGR02334	AM039952.1_1149
GCA_000009165.1_ASM916v1_genomic	TIGR01968	AM039952.1_1244
GCA_000009165.1_ASM916v1_genomic	TIGR02209	AM039952.1_817
GCA_000009165.1_ASM916v1_genomic	TIGR01075	AM039952.1_4188
GCA_000009165.1_ASM916v1_genomic	TIGR01855	AM039952.1_1866
GCA_000009165.1_ASM916v1_genomic	TIGR00988	AM039952.1_2474
GCA_000009165.1_ASM916v1_genomic	TIGR03838	AM039952.1_2574
GCA_000009165.1_ASM916v1_genomic	TIGR01181	AM039952.1_3666
GCA_000009165.1_ASM916v1_genomic	TIGR02516	AM039952.1_426
GCA_000009165.1_ASM916v1_genomic	TIGR00007	AM039952.1_1867
GCA_000009165.1_ASM916v1_genomic	TIGR01406	AM039952.1_1076
GCA_000009165.1_ASM916v1_genomic	TIGR01844	AM039952.1_3548
GCA_000009165.1_ASM916v1_genomic	TIGR00336	AM039952.1_3964
GCA_000009165.1_ASM916v1_genomic	TIGR00966	AM039952.1_2669
GCA_000009165.1_ASM916v1_genomic	TIGR02212	AM039952.1_2227
GCA_000009165.1_ASM916v1_genomic	TIGR01942	AM039952.1_1803
GCA_000009165.1_ASM916v1_genomic	TIGR00422	AM039952.1_3640
GCA_000009165.1_ASM916v1_genomic	TIGR02795	AM039952.1_3237
GCA_000009165.1_ASM916v1_genomic	TIGR00128	AM039952.1_1134
GCA_000009165.1_ASM916v1_genomic	TIGR01479	AM039952.1_3661
GCA_000009165.1_ASM916v1_genomic	TIGR00174	AM039952.1_1757
GCA_000009165.1_ASM916v1_genomic	TIGR01312	AM039952.1_1796
GCA_000009165.1_ASM916v1_genomic	TIGR03859	AM039952.1_3214
GCA_000009165.1_ASM916v1_genomic	TIGR02333	AM039952.1_1147
GCA_000009165.1_ASM916v1_genomic	TIGR01750	AM039952.1_1456
GCA_000009165.1_ASM916v1_genomic	TIGR00968	AM039952.1_1038
GCA_000009165.1_ASM916v1_genomic	TIGR00050	AM039952.1_2558
GCA_000009165.1_ASM916v1_genomic	TIGR00121	AM039952.1_4051
GCA_000009165.1_ASM916v1_genomic	TIGR01473	AM039952.1_3946
GCA_000009165.1_ASM916v1_genomic	TIGR01830	AM039952.1_1135
GCA_000009165.1_ASM916v1_genomic	TIGR03499	AM039952.1_1961
GCA_000009165.1_ASM916v1_genomic	TIGR00096	AM039952.1_811
GCA_000009165.1_ASM916v1_genomic	TIGR02891	AM039952.1_3954
GCA_000009165.1_ASM916v1_genomic	TIGR01666	AM039952.1_527
GCA_000009165.1_ASM916v1_genomic	TIGR02203	AM039952.1_2233
GCA_000009165.1_ASM916v1_genomic	TIGR00713	AM039952.1_3492
GCA_000009165.1_ASM916v1_genomic	TIGR00544	AM039952.1_885
GCA_000009165.1_ASM916v1_genomic	TIGR02400	AM039952.1_3301
GCA_000009165.1_ASM916v1_genomic	TIGR00707	AM039952.1_3503
GCA_000009165.1_ASM916v1_genomic	TIGR01701	AM039952.1_2640
GCA_000009165.1_ASM916v1_genomic	TIGR01262	AM039952.1_3687
GCA_000009165.1_ASM916v1_genomic	TIGR01496	AM039952.1_1756
GCA_000009165.1_ASM916v1_genomic	TIGR01974	AM039952.1_2816
GCA_000009165.1_ASM916v1_genomic	TIGR00409	AM039952.1_3649
GCA_000009165.1_ASM916v1_genomic	TIGR01161	AM039952.1_2802
GCA_000009165.1_ASM916v1_genomic	TIGR02168	AM039952.1_1655
GCA_000009165.1_ASM916v1_genomic	TIGR01806	AM039952.1_3720
GCA_000009165.1_ASM916v1_genomic	TIGR02551	AM039952.1_414
GCA_000009165.1_ASM916v1_genomic	TIGR02393	AM039952.1_3861
GCA_000009165.1_ASM916v1_genomic	TIGR01062	AM039952.1_1487
GCA_000009165.1_ASM916v1_genomic	TIGR01683	AM039952.1_3378
GCA_000009165.1_ASM916v1_genomic	TIGR01379	AM039952.1_797
GCA_000009165.1_ASM916v1_genomic	TIGR01966	AM039952.1_3472
GCA_000009165.1_ASM916v1_genomic	TIGR03036	AM039952.1_465
GCA_000009165.1_ASM916v1_genomic	TIGR01362	AM039952.1_1740
GCA_000009165.1_ASM916v1_genomic	TIGR02225	AM039952.1_3632
GCA_000009165.1_ASM916v1_genomic	TIGR00048	AM039952.1_2047
GCA_000009165.1_ASM916v1_genomic	TIGR02071	AM039952.1_3208
GCA_000009165.1_ASM916v1_genomic	TIGR01051	AM039952.1_3881
GCA_000009165.1_ASM916v1_genomic	TIGR00112	AM039952.1_3041
GCA_000009165.1_ASM916v1_genomic	TIGR01770	AM039952.1_2814
GCA_000009165.1_ASM916v1_genomic	TIGR02392	AM039952.1_3898
GCA_000009165.1_ASM916v1_genomic	TIGR01135	AM039952.1_3710
GCA_000009165.1_ASM916v1_genomic	TIGR01403	AM039952.1_412
GCA_000009165.1_ASM916v1_genomic	TIGR00670	AM039952.1_3032
GCA_000009165.1_ASM916v1_genomic	TIGR01474	AM039952.1_397
GCA_000009165.1_ASM916v1_genomic	TIGR00233	AM039952.1_4039
GCA_000009165.1_ASM916v1_genomic	TIGR00499	AM039952.1_1904
GCA_000009165.1_ASM916v1_genomic	TIGR00972	AM039952.1_1605
GCA_000009165.1_ASM916v1_genomic	TIGR02141	AM039952.1_3435
GCA_000009165.1_ASM916v1_genomic	TIGR00175	AM039952.1_1063
GCA_000009165.1_ASM916v1_genomic	TIGR00234	AM039952.1_3958
GCA_000009165.1_ASM916v1_genomic	TIGR00185	AM039952.1_230
GCA_000009165.1_ASM916v1_genomic	TIGR02178	AM039952.1_1883
GCA_000009165.1_ASM916v1_genomic	TIGR02457	AM039952.1_137
GCA_000009165.1_ASM916v1_genomic	TIGR00741	AM039952.1_3089
GCA_000009165.1_ASM916v1_genomic	TIGR01203	AM039952.1_1375
GCA_000009165.1_ASM916v1_genomic	TIGR00462	AM039952.1_1660
GCA_000009165.1_ASM916v1_genomic	TIGR00564	AM039952.1_491
GCA_000009165.1_ASM916v1_genomic	TIGR02402	AM039952.1_443
GCA_000009165.1_ASM916v1_genomic	TIGR01256	AM039952.1_3434
GCA_000009165.1_ASM916v1_genomic	TIGR03821	AM039952.1_2555
GCA_000009165.1_ASM916v1_genomic	TIGR00692	AM039952.1_1040
GCA_000009165.1_ASM916v1_genomic	TIGR01779	AM039952.1_3288
GCA_000009165.1_ASM916v1_genomic	TIGR01814	AM039952.1_1633
GCA_000009165.1_ASM916v1_genomic	TIGR01348	AM039952.1_3734
GCA_000009165.1_ASM916v1_genomic	TIGR00595	AM039952.1_3892
GCA_000009165.1_ASM916v1_genomic	TIGR01656	AM039952.1_1865
GCA_000009165.1_ASM916v1_genomic	TIGR01973	AM039952.1_2821
GCA_000009165.1_ASM916v1_genomic	TIGR01510	AM039952.1_2686
GCA_000009165.1_ASM916v1_genomic	TIGR01263	AM039952.1_469
GCA_000009165.1_ASM916v1_genomic	TIGR02944	AM039952.1_3049
GCA_000009165.1_ASM916v1_genomic	TIGR01143	AM039952.1_821
GCA_000009165.1_ASM916v1_genomic	TIGR00328	AM039952.1_1963
GCA_000009165.1_ASM916v1_genomic	TIGR00171	AM039952.1_3542
GCA_000009165.1_ASM916v1_genomic	TIGR01207	AM039952.1_3665
GCA_000009165.1_ASM916v1_genomic	TIGR00034	AM039952.1_561
GCA_000009165.1_ASM916v1_genomic	TIGR01395	AM039952.1_2015
GCA_000009165.1_ASM916v1_genomic	TIGR00154	AM039952.1_968
GCA_000009165.1_ASM916v1_genomic	TIGR00668	AM039952.1_889
GCA_000009165.1_ASM916v1_genomic	TIGR00020	AM039952.1_1903
GCA_000009165.1_ASM916v1_genomic	TIGR01800	AM039952.1_1146
GCA_000009165.1_ASM916v1_genomic	TIGR01048	AM039952.1_3027
GCA_000009165.1_ASM916v1_genomic	TIGR02449	AM039952.1_3482
GCA_000009165.1_ASM916v1_genomic	TIGR03170	AM039952.1_2018
GCA_000009165.1_ASM916v1_genomic	TIGR01139	AM039952.1_3418
GCA_000009165.1_ASM916v1_genomic	TIGR02018	AM039952.1_1671
GCA_000009165.1_ASM916v1_genomic	TIGR01246	AM039952.1_1479
GCA_000009165.1_ASM916v1_genomic	TIGR03703	AM039952.1_4304
GCA_000009165.1_ASM916v1_genomic	TIGR00004	AM039952.1_3467
GCA_000009165.1_ASM916v1_genomic	TIGR00784	AM039952.1_3570
GCA_000009165.1_ASM916v1_genomic	TIGR00393	AM039952.1_3083
GCA_000009165.1_ASM916v1_genomic	TIGR01575	AM039952.1_3645
GCA_000009165.1_ASM916v1_genomic	TIGR02550	AM039952.1_2006
GCA_000009165.1_ASM916v1_genomic	TIGR02966	AM039952.1_1058
GCA_000009165.1_ASM916v1_genomic	TIGR02204	AM039952.1_1563
GCA_000009165.1_ASM916v1_genomic	TIGR00457	AM039952.1_1650
GCA_000009165.1_ASM916v1_genomic	TIGR01574	AM039952.1_2615
GCA_000009165.1_ASM916v1_genomic	TIGR01250	AM039952.1_3104
GCA_000009165.1_ASM916v1_genomic	TIGR02022	AM039952.1_1670
GCA_000009165.1_ASM916v1_genomic	TIGR02515	AM039952.1_3456
GCA_000009165.1_ASM916v1_genomic	TIGR01084	AM039952.1_2726
GCA_000009165.1_ASM916v1_genomic	TIGR02142	AM039952.1_3436
GCA_000009165.1_ASM916v1_genomic	TIGR00249	AM039952.1_172
GCA_000009165.1_ASM916v1_genomic	TIGR03558	AM039952.1_1729
GCA_000009165.1_ASM916v1_genomic	TIGR00628	AM039952.1_3899
GCA_000009165.1_ASM916v1_genomic	TIGR00118	AM039952.1_3537
GCA_000009165.1_ASM916v1_genomic	TIGR02017	AM039952.1_1667
GCA_000009165.1_ASM916v1_genomic	TIGR02401	AM039952.1_445
GCA_000009165.1_ASM916v1_genomic	TIGR02794	AM039952.1_3240
GCA_000009165.1_ASM916v1_genomic	TIGR02456	AM039952.1_137
GCA_000009165.1_ASM916v1_genomic	TIGR00464	AM039952.1_2976
GCA_000009165.1_ASM916v1_genomic	TIGR02152	AM039952.1_863
GCA_000009165.1_ASM916v1_genomic	TIGR02614	AM039952.1_823
GCA_000009165.1_ASM916v1_genomic	TIGR01027	AM039952.1_2521
GCA_000009165.1_ASM916v1_genomic	TIGR03317	AM039952.1_2219
GCA_000009165.1_ASM916v1_genomic	TIGR00418	AM039952.1_2769
GCA_000009165.1_ASM916v1_genomic	TIGR00658	AM039952.1_2530
GCA_000009165.1_ASM916v1_genomic	TIGR02492	AM039952.1_2007
GCA_000009165.1_ASM916v1_genomic	TIGR01129	AM039952.1_2670
GCA_000009165.1_ASM916v1_genomic	TIGR01981	AM039952.1_3052
GCA_000009165.1_ASM916v1_genomic	TIGR00517	AM039952.1_1136
GCA_000009165.1_ASM916v1_genomic	TIGR00730	AM039952.1_1565
GCA_000009165.1_ASM916v1_genomic	TIGR01091	AM039952.1_2680
GCA_000009165.1_ASM916v1_genomic	TIGR01331	AM039952.1_3168
GCA_000009165.1_ASM916v1_genomic	TIGR01824	AM039952.1_1138
GCA_000009165.1_ASM916v1_genomic	TIGR00611	AM039952.1_3
GCA_000009165.1_ASM916v1_genomic	TIGR00407	AM039952.1_2520
